X [ m ], Y [ m ], Z [ m ]
0.036754053,-0.020520479,-0.48179692
0.036932979,-0.020504776,-0.481818587
0.036752824,-0.020726198,-0.481944531
0.036670394,-0.020637259,-0.481853724
0.037034977,-0.02062849,-0.481888384
0.036917619,-0.020724399,-0.481950104
0.034603488,-0.022995036,-0.482687265
0.034501024,-0.02307971,-0.482782006
0.034550298,-0.023139747,-0.482634127
0.034571108,-0.022955736,-0.482848465
0.034663461,-0.023063593,-0.482550561
0.034708131,-0.022922512,-0.482602358
0.034668747,-0.022865588,-0.482751608
0.023924032,-0.016794594,-0.482585996
0.023780411,-0.016752414,-0.482545793
0.023860358,-0.016859721,-0.482453376
0.024009358,-0.016901899,-0.482494771
0.024071435,-0.016835386,-0.482635021
0.023830177,-0.016693335,-0.482685983
0.023983687,-0.016735923,-0.482736796
0.022419807,-0.016865389,-0.484122872
0.022497686,-0.016750813,-0.484039575
0.022608047,-0.016862733,-0.484119058
0.022223853,-0.016865673,-0.48412776
0.022308474,-0.016747426,-0.484046251
0.022537466,-0.016987918,-0.484193653
0.022343794,-0.016995497,-0.484195083
0.021618377,-0.01915353,-0.483386517
0.021750566,-0.019213134,-0.483280122
0.021556448,-0.019205999,-0.483223975
0.021684801,-0.019102637,-0.483514935
0.021799481,-0.019168761,-0.483420014
0.021448409,-0.01913536,-0.483384639
0.03420436,-0.017239414,-0.484532624
0.034032788,-0.017215032,-0.484519213
0.034152471,-0.017240863,-0.484699339
0.034336396,-0.017246535,-0.484452546
0.034156848,-0.01722124,-0.484351069
0.034359343,-0.017250849,-0.484658986
0.034874011,-0.017217914,-0.484497309
0.034656566,-0.017248649,-0.484355628
0.034706719,-0.017238148,-0.484587222
0.034890913,-0.017228939,-0.484291136
0.034858812,-0.01720139,-0.484714329
0.035015822,-0.017160729,-0.484623343
0.035033509,-0.01718374,-0.484451413
0.034947228,-0.017249096,-0.483738422
0.034923941,-0.01724688,-0.483916968
0.035106689,-0.01723377,-0.483701944
0.034955744,-0.017241735,-0.483550042
0.035086233,-0.017227272,-0.483887762
0.035961848,-0.016928254,-0.48344776
0.036032569,-0.01681762,-0.483530879
0.035982702,-0.016971776,-0.483312458
0.036152814,-0.01673683,-0.483446687
0.034119789,-0.017214492,-0.485858619
0.03429075,-0.017135581,-0.486127406
0.033994783,-0.017201908,-0.486012787
0.034096342,-0.017169533,-0.486194789
